epoch,train_loss,test_accuracy,test_loss,gate_fraction_open,weight_norm,has_nan,wall_clock_seconds
0,0.671440,0.830800,0.470080,1.000000,18.722401,False,1.39
1,0.418572,0.853300,0.399507,1.000000,21.167605,False,1.38
2,0.363690,0.851300,0.407026,1.000000,23.195756,False,1.39
3,0.339323,0.868400,0.369230,1.000000,24.973429,False,1.38
4,0.316601,0.874400,0.348813,1.000000,26.538016,False,1.38
