epoch,train_loss,test_accuracy,test_loss,gate_fraction_open,weight_norm,has_nan,wall_clock_seconds
0,1310.681488,0.100000,2.409191,0.000000,53.029032,False,1.38
1,2.403752,0.100000,2.410356,0.000000,36.403056,False,1.37
2,6369.166889,0.100000,2488.589813,0.000000,47.396484,False,1.37
3,10550.811592,0.100000,3.606937,0.000000,72.145483,False,1.39
4,110436.995543,0.100000,51860.933643,0.000000,72.879923,False,1.36
